0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0391909412265636,0.0387210162799442,0.0386703691324578,0.0405364210844159,0.0445770048485424,0.0460043278121303,0.0464487889491359,0.0445828847935624,0.0420021735883794,0.0403177840418477,0.0392968815260241,0.0385340346098404,0.0379788352460067,0.0376479300214704,0.0374648181025868,0.0373525098371496,0.037268472022495,0.0372169781609428,0.0372030562432882,0.037192515287169,0.0371513575500477,0.0370574427543979,0.0369066820524675,0.0366983277657496,0.0364334390735002,0.0361114614107735,0.0340909654440181,0.0323504693998606,0.0305522835991286,0.0287080526814502
0.0396042709450944,0.039023327854064,0.0388863947933202,0.0407245904135729,0.0448488013625056,0.0464482869498736,0.0469697248229882,0.0450218360951354,0.0423440649285367,0.0406141765715271,0.0395220933728069,0.0386580183039934,0.0380074666621053,0.0376049679987429,0.0373675737100422,0.0372087441241307,0.0370805578195383,0.0369852539359778,0.0369278848168999,0.0368771270059781,0.0368020868742293,0.0366819866589772,0.0365112681405598,0.0362873787805132,0.0360100645209159,0.0356776071830308,0.0336451655487574,0.0319789569594335,0.0302378638101553,0.0284780977800595
0.0399484168152736,0.0392857283199302,0.039100082868114,0.0408522370964682,0.0448842898033684,0.0465799092104162,0.0472034845310175,0.0454958257217538,0.0427485606493693,0.0408682668087122,0.0396748457137722,0.0387761850132554,0.0381165879030353,0.037703637816863,0.0374575236034632,0.0373001753429889,0.0371858953711595,0.0371003265062452,0.0370344600789458,0.0369609142457403,0.0368551356782777,0.036701207602916,0.0364983079976929,0.0362477423523314,0.0359525039831799,0.035613267839711,0.0336269314944789,0.031936082512029,0.030291999082402,0.0286078805866096
0.0403887861599135,0.0395850750593617,0.0393503408885645,0.0411538520579777,0.0452813813879612,0.0471065681690658,0.0478937736608616,0.0465937653747911,0.0438332077690101,0.0418251417525673,0.0405069911635676,0.0395369665782702,0.0388203625481729,0.0383275718179184,0.0380021830906453,0.037795510756871,0.0376726473239034,0.0375797969769003,0.0374762294930009,0.0373558999742026,0.0372209393350924,0.037068973092166,0.0368858831211348,0.0366568785883889,0.0363720614208264,0.0360219757607036,0.033810692347729,0.032133808294918,0.0304074577178242,0.0286548242357549
0.0459649902445149,0.0423434212813946,0.0387953931135221,0.0406106966485264,0.0452119898587611,0.0467520108370849,0.0474996679924302,0.0460971032747489,0.0433852727929735,0.0415026754831714,0.0403030062203218,0.039421426691324,0.0387824950569949,0.0383730538112073,0.0381280049139245,0.0379876575696365,0.0379133487942231,0.0378700439947571,0.0378307017165115,0.0377747429767941,0.0376872353243704,0.0375574229605932,0.0373801807031319,0.0371515650907302,0.0368702565324181,0.0365336510592841,0.034424042572538,0.0325576637078054,0.0307225786993532,0.0289325294994435
0.0402240591128143,0.0392584366007971,0.0394604873554954,0.0414237700640973,0.0454553049464936,0.0471890380090618,0.047928887405224,0.0466332737599327,0.0438843490754693,0.0419155147416898,0.0406348916094026,0.0397342205122508,0.0391108556126807,0.0387147636589149,0.0384732932755725,0.0383269821436734,0.0382403891184703,0.0381969885647744,0.0381826984765528,0.0381658679408695,0.0381182723748632,0.0380209028331784,0.0378676737491787,0.0376552123468362,0.0373825355757101,0.0370474332212949,0.0349221351108331,0.0331347475497496,0.0312998661997253,0.0294948826700551
0.0403392932209749,0.0392106564415385,0.0394196715375497,0.0414061609491635,0.0453342150887699,0.0469407099340032,0.0475894159192513,0.0460462893036806,0.0432094403512337,0.0411816991705399,0.0398574588480246,0.0388810008915363,0.0381920868541105,0.0377810968344143,0.0375597810830842,0.0374468593015382,0.0373936866174328,0.037380252987493,0.037391651296403,0.0373950467121038,0.0373609156803209,0.0372705291821993,0.0371221987205683,0.0369170142372739,0.0366574627071768,0.0363441497612509,0.034390440120041,0.0326718153440075,0.0309019359680649,0.0291413132880343
0.0403726749620214,0.0391934774416852,0.0394828744579951,0.0414450526871831,0.0452992546391914,0.0468826144904837,0.047479350301582,0.0455853457517312,0.0426445785234749,0.0407039762153636,0.0394892625118666,0.0386467378473189,0.0380848424414726,0.0377648164768675,0.0376115433962863,0.0375617515830294,0.0375749306778817,0.0376214158477472,0.0376774718659704,0.037716084858252,0.0377146841785479,0.0376586374611248,0.0375444386119355,0.0373707534913399,0.0371379154708077,0.0368450396623341,0.0349688996780063,0.0333941301428242,0.0315394080602853,0.0296777642395511
0.0520751835572138,0.0436942281517433,0.0387864888811969,0.0408669704751593,0.0449508000762193,0.0457543215108114,0.0459888628585159,0.0429118107006387,0.0396307816456447,0.0375839038980301,0.0363857249735859,0.0355717990254695,0.0350268485883261,0.0347246168902032,0.0345977368696451,0.0345881374021436,0.0346561074896563,0.0347611655191895,0.0348703593019543,0.0349584343756041,0.0350057500102365,0.0350001702370881,0.0349397842790742,0.0348245983992033,0.0346555547144555,0.0344326624232802,0.0328748343940578,0.0313607552193608,0.0296476469818222,0.0278614459854976
0.0409751568697004,0.0391743425598935,0.0397319784003169,0.0416270979093968,0.0449180512903734,0.0461416089541644,0.046469158178923,0.043393640215791,0.0399887198829865,0.0378692466119194,0.0366266188130386,0.0357927609623749,0.0352458842671685,0.0349497837557807,0.0348249858660457,0.0348045622008442,0.0348453896134781,0.0349159650984356,0.0349927055607512,0.0350548508760585,0.0350857459609507,0.0350741539594102,0.0350142780870956,0.0349019357836353,0.0347347334348019,0.0345100368483636,0.0329607196784161,0.0315965402313782,0.0298152451464773,0.0279849511565406
